indice,r,lower_bound_ci,upper_bound_ci,p_boot,p_perm,habitat,r_threshold
ACTspMean,0.35208742079314675,0.28,0.43,0.0,0.0,Shrubland - Temperate,0.15944643653456994
EVNspFract,0.3470884300737423,0.27,0.42,0.0,0.0,Shrubland - Temperate,0.15944643653456994
EVNspMean,0.2487244467025799,0.17,0.33,0.0,0.0,Shrubland - Temperate,0.15944643653456994
EVNspCount,0.3093732716021104,0.23,0.38,0.0,0.0,Shrubland - Temperate,0.15944643653456994
TFSD,0.4862835604273894,0.42,0.55,0.0,0.0,Shrubland - Temperate,0.15944643653456994
H_Havrda,0.3038691657360849,0.23,0.37,0.0,0.0,Shrubland - Temperate,0.15944643653456994
H_Renyi,0.3038691657360849,0.23,0.37,0.0,0.0,Shrubland - Temperate,0.15944643653456994
H_pairedShannon,0.2879979916981191,0.21,0.35,0.0,0.0,Shrubland - Temperate,0.15944643653456994
H_gamma,0.2332023324116729,0.15,0.3,0.0,0.0,Shrubland - Temperate,0.15944643653456994
H_GiniSimpson,0.29472653985919073,0.22,0.36,0.0,0.0,Shrubland - Temperate,0.15944643653456994
RAOQ,0.2334786206102935,0.15,0.31,0.0,0.0,Shrubland - Temperate,0.15944643653456994
AGI,0.3529428156591655,0.28,0.43,0.0,0.0,Shrubland - Temperate,0.15944643653456994
nROI,0.5319923471123995,0.46,0.59,0.0,0.0,Shrubland - Temperate,0.15944643653456994
aROI,0.5041193943311892,0.44,0.57,0.0,0.0,Shrubland - Temperate,0.15944643653456994
