indice,r,lower_bound_ci,upper_bound_ci,p_boot,p_perm,habitat,r_threshold
TFSD,0.4740265646619686,0.41,0.54,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_Havrda,0.2866306189554418,0.22,0.35,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_Renyi,0.2866306189554418,0.22,0.35,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_pairedShannon,0.26960861116782503,0.2,0.34,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_gamma,0.2083302425713985,0.14,0.28,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_GiniSimpson,0.27703078770768846,0.2,0.34,0.0,0.0,Shrubland - Temperate,0.1583986582176696
RAOQ,0.20982525716412948,0.14,0.28,0.0,0.0,Shrubland - Temperate,0.1583986582176696
AGI,0.37265727004335863,0.3,0.44,0.0,0.0,Shrubland - Temperate,0.1583986582176696
nROI,0.555084312635042,0.48,0.61,0.0,0.0,Shrubland - Temperate,0.1583986582176696
aROI,0.4924202575466911,0.42,0.56,0.0,0.0,Shrubland - Temperate,0.1583986582176696
